sigma1	sigma2	posterior
-5.000000000000000240e-05	8.999999999999996501e-05	5.157042990984533180e-12
-5.000000000000000240e-05	9.333333333333334323e-05	6.699208451612194806e-12
-5.000000000000000240e-05	9.666666666666661302e-05	8.692699118018714585e-12
-5.000000000000000240e-05	9.999999999999999124e-05	1.126723810675037750e-11
-5.000000000000000240e-05	1.033333333333332610e-04	1.458944016147278807e-11
-5.000000000000000240e-05	1.066666666666666393e-04	1.887335370810133166e-11
-5.000000000000000240e-05	1.100000000000000175e-04	2.439413269745136316e-11
-5.000000000000000240e-05	1.133333333333332873e-04	3.150587737002833952e-11
-5.000000000000000240e-05	1.166666666666666655e-04	4.066512667987715920e-11
-5.000000000000000240e-05	1.199999999999999353e-04	5.246220855833508791e-11
-5.000000000000000240e-05	1.233333333333333135e-04	6.766390780932126826e-11
-5.000000000000000240e-05	1.266666666666666917e-04	8.727321097664962031e-11
-5.000000000000000240e-05	1.299999999999999615e-04	1.126163028685247853e-10
-5.000000000000000240e-05	1.333333333333333397e-04	1.454757275115570997e-10
-5.000000000000000240e-05	1.366666666666666095e-04	1.883061695907014359e-10
-5.000000000000000240e-05	1.399999999999999877e-04	2.446045522493655944e-10
-5.000000000000000240e-05	1.433333333333333660e-04	3.195761899212496471e-10
-5.000000000000000240e-05	1.466666666666666357e-04	4.213753039405646689e-10
-5.000000000000000240e-05	1.500000000000000140e-04	5.634576540598423700e-10
-5.000000000000000240e-05	1.533333333333332838e-04	7.690605598688479725e-10
-5.000000000000000240e-05	1.566666666666666620e-04	1.079672779594067145e-09
-5.000000000000000240e-05	1.599999999999999318e-04	1.570798203864964229e-09
-5.000000000000000240e-05	1.633333333333333100e-04	2.380656270094931442e-09
-5.000000000000000240e-05	1.666666666666666882e-04	3.761055754508920291e-09
-5.000000000000000240e-05	1.699999999999999580e-04	6.164856398830062872e-09
-5.000000000000000240e-05	1.733333333333333362e-04	1.039132240271044628e-08
-5.000000000000000240e-05	1.766666666666666060e-04	1.781890950996017263e-08
-5.000000000000000240e-05	1.799999999999999842e-04	3.076335911886909744e-08
-5.000000000000000240e-05	1.833333333333333624e-04	5.300481945168358388e-08
-5.000000000000000240e-05	1.866666666666666322e-04	9.052687407139272133e-08
-5.000000000000000240e-05	1.900000000000000105e-04	1.524971282943574025e-07
-5.000000000000000240e-05	1.933333333333332803e-04	2.524870536847254038e-07
-5.000000000000000240e-05	1.966666666666666585e-04	4.098730623260194280e-07
-5.000000000000000240e-05	1.999999999999999283e-04	6.512804091256304384e-07
-5.000000000000000240e-05	2.033333333333333065e-04	1.011833249087642719e-06
-5.000000000000000240e-05	2.066666666666666847e-04	1.535875150248608241e-06
-5.000000000000000240e-05	2.099999999999999545e-04	2.276752600748627581e-06
-5.000000000000000240e-05	2.133333333333333327e-04	3.295244936333510512e-06
-5.000000000000000240e-05	2.166666666666666025e-04	4.656312020091589439e-06
-5.000000000000000240e-05	2.199999999999999807e-04	6.424036841438851951e-06
-5.000000000000000240e-05	2.233333333333333589e-04	8.654958013818666009e-06
-5.000000000000000240e-05	2.266666666666666287e-04	1.139037474916457937e-05
-5.000000000000000240e-05	2.300000000000000070e-04	1.464858597109071539e-05
-5.000000000000000240e-05	2.333333333333332768e-04	1.841829460761530330e-05
-5.000000000000000240e-05	2.366666666666666550e-04	2.265446935571945158e-05
-5.000000000000000240e-05	2.399999999999999248e-04	2.727774571969536163e-05
-5.000000000000000240e-05	2.433333333333333030e-04	3.217796509186595456e-05
-5.000000000000000240e-05	2.466666666666666812e-04	3.722176966752993360e-05
-5.000000000000000240e-05	2.499999999999999510e-04	4.226343157373969541e-05
-5.000000000000000240e-05	2.533333333333333292e-04	4.715746763761957558e-05
-5.000000000000000240e-05	2.566666666666665990e-04	5.177123145259024400e-05
-5.000000000000000240e-05	2.599999999999999772e-04	5.599567418913246089e-05
-5.000000000000000240e-05	2.633333333333333554e-04	5.975282624443827159e-05
-5.000000000000000240e-05	2.666666666666666252e-04	6.299918279227064322e-05
-5.000000000000000240e-05	2.700000000000000035e-04	6.572492275710810610e-05
-5.000000000000000240e-05	2.733333333333332732e-04	6.794957965213813350e-05
-5.000000000000000240e-05	2.766666666666666515e-04	6.971527132484906875e-05
-5.000000000000000240e-05	2.800000000000000297e-04	7.107880651224675707e-05
-5.000000000000000240e-05	2.833333333333332995e-04	7.210391894912028727e-05
-5.000000000000000240e-05	2.866666666666666777e-04	7.285459942482160501e-05
-5.000000000000000240e-05	2.899999999999999475e-04	7.339010407946639988e-05
-5.000000000000000240e-05	2.933333333333333257e-04	7.376181816733299690e-05
-5.000000000000000240e-05	2.966666666666665955e-04	7.401182967190858835e-05
