sigma1	sigma2	posterior
-7.799999999999999859e-04	-8.500000000000000000e+04	1.022359439337641846e-125
-7.799999999999999859e-04	-8.000000000000000000e+04	5.470173599937025841e-125
-7.799999999999999859e-04	-7.500000000000000000e+04	2.910985153092031802e-124
-7.799999999999999859e-04	-7.000000000000000000e+04	1.540707706091357699e-123
-7.799999999999999859e-04	-6.500000000000000000e+04	8.110393059756230099e-123
-7.799999999999999859e-04	-6.000000000000000000e+04	4.246243869352661956e-122
-7.799999999999999859e-04	-5.500000000000000000e+04	2.211104897927180981e-121
-7.799999999999999859e-04	-5.000000000000000000e+04	1.145130925745276517e-120
-7.799999999999999859e-04	-4.500000000000000000e+04	5.898510047572771158e-120
-7.799999999999999859e-04	-4.000000000000000000e+04	3.021835971765677230e-119
-7.799999999999999859e-04	-3.500000000000000000e+04	1.539716745212811640e-118
-7.799999999999999859e-04	-3.000000000000000000e+04	7.802830312459188118e-118
-7.799999999999999859e-04	-2.500000000000000000e+04	3.932827292047975321e-117
-7.799999999999999859e-04	-2.000000000000000000e+04	1.971509938710671523e-116
-7.799999999999999859e-04	-1.500000000000000000e+04	9.829568411206975461e-116
-7.799999999999999859e-04	-1.000000000000000000e+04	4.874289408044950272e-115
-7.799999999999999859e-04	-5.000000000000000000e+03	2.403972840096549690e-114
-7.799999999999999859e-04	0.000000000000000000e+00	1.179204655165823209e-113
-7.799999999999999859e-04	5.000000000000000000e+03	5.752944660239683782e-113
-7.799999999999999859e-04	1.000000000000000000e+04	2.791467596788390083e-112
-7.799999999999999859e-04	1.500000000000000000e+04	1.347151281662087034e-111
-7.799999999999999859e-04	2.000000000000000000e+04	6.466086787998757888e-111
-7.799999999999999859e-04	2.500000000000000000e+04	3.086797027705837399e-110
-7.799999999999999859e-04	3.000000000000000000e+04	1.465601836424690049e-109
-7.799999999999999859e-04	3.500000000000000000e+04	6.920943609744247493e-109
-7.799999999999999859e-04	4.000000000000000000e+04	3.250543663116358741e-108
-7.799999999999999859e-04	4.500000000000000000e+04	1.518406592265360681e-107
-7.799999999999999859e-04	5.000000000000000000e+04	7.054423695163856925e-107
-7.799999999999999859e-04	5.500000000000000000e+04	3.259690621888283282e-106
-7.799999999999999859e-04	6.000000000000000000e+04	1.498071731340938880e-105
-7.799999999999999859e-04	6.500000000000000000e+04	6.847471257813402027e-105
-7.799999999999999859e-04	7.000000000000000000e+04	3.112928962870002364e-104
-7.799999999999999859e-04	7.500000000000000000e+04	1.407503830701757356e-103
-7.799999999999999859e-04	8.000000000000000000e+04	6.329528270932027293e-103
-7.799999999999999859e-04	8.500000000000000000e+04	2.830964905436819952e-102
-7.799999999999999859e-04	9.000000000000000000e+04	1.259328437076281660e-101
-7.799999999999999859e-04	9.500000000000000000e+04	5.571663998049897530e-101
-7.799999999999999859e-04	1.000000000000000000e+05	2.451727561259099916e-100
-7.799999999999999859e-04	1.050000000000000000e+05	1.073002869514941555e-99
-7.799999999999999859e-04	1.100000000000000000e+05	4.670581348290980527e-99
-7.799999999999999859e-04	1.150000000000000000e+05	2.022005725972286225e-98
-7.799999999999999859e-04	1.200000000000000000e+05	8.706331609543297427e-98
-7.799999999999999859e-04	1.250000000000000000e+05	3.728459340389114190e-97
-7.799999999999999859e-04	1.300000000000000000e+05	1.588053031700999677e-96
-7.799999999999999859e-04	1.350000000000000000e+05	6.727318262649108427e-96
-7.799999999999999859e-04	1.400000000000000000e+05	2.834394720081215829e-95
-7.799999999999999859e-04	1.450000000000000000e+05	1.187736408965309949e-94
-7.799999999999999859e-04	1.500000000000000000e+05	4.950182288715612677e-94
-7.799999999999999859e-04	1.550000000000000000e+05	2.051935463862395558e-93
-7.799999999999999859e-04	1.600000000000000000e+05	8.459556321274729276e-93
-7.799999999999999859e-04	1.650000000000000000e+05	3.468748861865839004e-92
-7.799999999999999859e-04	1.700000000000000000e+05	1.414619084808947691e-91
-7.799999999999999859e-04	1.750000000000000000e+05	5.737828337127419466e-91
-7.799999999999999859e-04	1.800000000000000000e+05	2.314712048391360613e-90
-7.799999999999999859e-04	1.850000000000000000e+05	9.287263691466735330e-90
-7.799999999999999859e-04	1.900000000000000000e+05	3.706124154825341569e-89
-7.799999999999999859e-04	1.950000000000000000e+05	1.470935178886652358e-88
-7.799999999999999859e-04	2.000000000000000000e+05	5.806420557106310187e-88
-7.600000000000000418e-04	-2.000000000000000000e+05	9.049660634288204334e-137
-7.600000000000000418e-04	-1.950000000000000000e+05	5.263084041905211902e-136
-7.600000000000000418e-04	-1.900000000000000000e+05	3.044315786621125707e-135
-7.600000000000000418e-04	-1.850000000000000000e+05	1.751380369993769803e-134
-7.600000000000000418e-04	-1.800000000000000000e+05	1.002103637933454855e-133
-7.600000000000000418e-04	-1.750000000000000000e+05	5.702774289846960187e-133
-7.600000000000000418e-04	-1.700000000000000000e+05	3.227759071154353445e-132
-7.600000000000000418e-04	-1.650000000000000000e+05	1.817010432300394420e-131
