sigma1	sigma2	posterior
-7.200000000000000453e-04	-1.950000000000000000e+05	3.388499826408767031e-302
-7.200000000000000453e-04	-1.900000000000000000e+05	4.885054519361563011e-301
-7.200000000000000453e-04	-1.850000000000000000e+05	7.004429128559743219e-300
-7.200000000000000453e-04	-1.800000000000000000e+05	9.988895252077842105e-299
-7.200000000000000453e-04	-1.750000000000000000e+05	1.416783712868365776e-297
-7.200000000000000453e-04	-1.700000000000000000e+05	1.998623710982303611e-296
-7.200000000000000453e-04	-1.650000000000000000e+05	2.804141329434313481e-295
-7.200000000000000453e-04	-1.600000000000000000e+05	3.913002672018699799e-294
-7.200000000000000453e-04	-1.550000000000000000e+05	5.430774544752351888e-293
-7.200000000000000453e-04	-1.500000000000000000e+05	7.496435110405469209e-292
-7.200000000000000453e-04	-1.450000000000000000e+05	1.029174889690084146e-290
-7.200000000000000453e-04	-1.400000000000000000e+05	1.405286778378375627e-289
-7.200000000000000453e-04	-1.350000000000000000e+05	1.908455869839508736e-288
-7.200000000000000453e-04	-1.300000000000000000e+05	2.577749236574847217e-287
-7.200000000000000453e-04	-1.250000000000000000e+05	3.462905139634314610e-286
-7.200000000000000453e-04	-1.200000000000000000e+05	4.626812562585337422e-285
-7.200000000000000453e-04	-1.150000000000000000e+05	6.148435203029862220e-284
-7.200000000000000453e-04	-1.100000000000000000e+05	8.126221912214347485e-283
-7.200000000000000453e-04	-1.050000000000000000e+05	1.068203849060211386e-281
-7.200000000000000453e-04	-1.000000000000000000e+05	1.396564448497798903e-280
-7.200000000000000453e-04	-9.500000000000000000e+04	1.815972255835412210e-279
-7.200000000000000453e-04	-9.000000000000000000e+04	2.348544638408582482e-278
-7.200000000000000453e-04	-8.500000000000000000e+04	3.020854530643575269e-277
-7.200000000000000453e-04	-8.000000000000000000e+04	3.864578990991079462e-276
-7.200000000000000453e-04	-7.500000000000000000e+04	4.917178205556045755e-275
-7.200000000000000453e-04	-7.000000000000000000e+04	6.222588622127588237e-274
-7.200000000000000453e-04	-6.500000000000000000e+04	7.831908704126578166e-273
-7.200000000000000453e-04	-6.000000000000000000e+04	9.804050173436903299e-272
-7.200000000000000453e-04	-5.500000000000000000e+04	1.220632185194716522e-270
-7.200000000000000453e-04	-5.000000000000000000e+04	1.511490744720815624e-269
-7.200000000000000453e-04	-4.500000000000000000e+04	1.861519330666820631e-268
-7.200000000000000453e-04	-4.000000000000000000e+04	2.280189764692118128e-267
-7.200000000000000453e-04	-3.500000000000000000e+04	2.777894937822432120e-266
-7.200000000000000453e-04	-3.000000000000000000e+04	3.365906316117953429e-265
-7.200000000000000453e-04	-2.500000000000000000e+04	4.056295771905937365e-264
-7.200000000000000453e-04	-2.000000000000000000e+04	4.861816786026780431e-263
-7.200000000000000453e-04	-1.500000000000000000e+04	5.795740684622373796e-262
-7.200000000000000453e-04	-1.000000000000000000e+04	6.871644540698490951e-261
-7.200000000000000453e-04	-5.000000000000000000e+03	8.103148713584957259e-260
-7.200000000000000453e-04	0.000000000000000000e+00	9.503603655336962876e-259
-7.200000000000000453e-04	5.000000000000000000e+03	1.108572766800295903e-257
-7.200000000000000453e-04	1.000000000000000000e+04	1.286119959866872627e-256
-7.200000000000000453e-04	1.500000000000000000e+04	1.484021299307616029e-255
-7.200000000000000453e-04	2.000000000000000000e+04	1.703100095189859170e-254
