sigma1	sigma2	posterior
-4.950000000000000380e-05	-1.000000000000000454e-04	1.108922721799239364e-11
-4.950000000000000380e-05	-9.666666666666666723e-05	1.297881442164847402e-11
-4.950000000000000380e-05	-9.333333333333334323e-05	1.518017137313997364e-11
-4.950000000000000380e-05	-9.000000000000001922e-05	1.774301159903598406e-11
-4.950000000000000380e-05	-8.666666666666669521e-05	2.072469485905838844e-11
-4.950000000000000380e-05	-8.333333333333337121e-05	2.419135949049727051e-11
-4.950000000000000380e-05	-8.000000000000004720e-05	2.821921601605297813e-11
-4.950000000000000380e-05	-7.666666666666666899e-05	3.289602410547077846e-11
-4.950000000000000380e-05	-7.333333333333334498e-05	3.832277790175171732e-11
-4.950000000000000380e-05	-7.000000000000002097e-05	4.461562801950228852e-11
-4.950000000000000380e-05	-6.666666666666669697e-05	5.190807224447049981e-11
-4.950000000000000380e-05	-6.333333333333337296e-05	6.035345116431902686e-11
-4.950000000000000380e-05	-5.999999999999999474e-05	7.012778970340265414e-11
-4.950000000000000380e-05	-5.666666666666667074e-05	8.143303088945361372e-11
-4.950000000000000380e-05	-5.333333333333334673e-05	9.450071422815454166e-11
-4.950000000000000380e-05	-5.000000000000002272e-05	1.095961578944210773e-10
-4.950000000000000380e-05	-4.666666666666669872e-05	1.270232116718216858e-10
-4.950000000000000380e-05	-4.333333333333337471e-05	1.471296563041757099e-10
-4.950000000000000380e-05	-3.999999999999999650e-05	1.703133348040871289e-10
-4.950000000000000380e-05	-3.666666666666667249e-05	1.970291124509369631e-10
-4.950000000000000380e-05	-3.333333333333334848e-05	2.277967748891983142e-10
-4.950000000000000380e-05	-3.000000000000002448e-05	2.632099881192234879e-10
-4.950000000000000380e-05	-2.666666666666670047e-05	3.039464605036759810e-10
-4.950000000000000380e-05	-2.333333333333337646e-05	3.507794654809354201e-10
-4.950000000000000380e-05	-1.999999999999999825e-05	4.045909048183110655e-10
-4.950000000000000380e-05	-1.666666666666667424e-05	4.663861163473513226e-10
-4.950000000000000380e-05	-1.333333333333335024e-05	5.373106576659926716e-10
-4.950000000000000380e-05	-1.000000000000002623e-05	6.186693288181697408e-10
-4.950000000000000380e-05	-6.666666666666702223e-06	7.119477331252451333e-10
-4.950000000000000380e-05	-3.333333333333378216e-06	8.188367169269492742e-10
-4.950000000000000380e-05	0.000000000000000000e+00	9.412600769310834743e-10
-4.950000000000000380e-05	3.333333333333324006e-06	1.081405979304029436e-09
-4.950000000000000380e-05	6.666666666666648013e-06	1.241762598933617637e-09
-4.950000000000000380e-05	9.999999999999972019e-06	1.425158562141888517e-09
-4.950000000000000380e-05	1.333333333333329603e-05	1.634808863582779124e-09
-4.950000000000000380e-05	1.666666666666662003e-05	1.874367030683905295e-09
-4.950000000000000380e-05	1.999999999999999825e-05	2.147984429968107168e-09
-4.950000000000000380e-05	2.333333333333332225e-05	2.460377752920704684e-09
